,,,,,,,,,altitude,,habitat,habit (perennial herbs = 1),"rhizome character (stout, terete = 1; stout, terete, thick/woody = 2; stout, terete, bulged below tip = 3)",rhizome shape (tuberous = 1; fusiform = 2; tuberous-fusiform = 3,rhizome length (cm),rhizome branching,stem number,stem length (average cm),stem texture (glabrous = 1),internode distance (base mm),internode distance (central mm),internode distance (tip mm),leaf basal diatance (cm),petiole length(mm),leaf angle (degree) (<30 = 1; 30--35 = 2; >35 = 3),basal (min -max),central (min - max),tip (min - max),total leaf count,base,central ,tip,total,base,central,tip,base,central,tip,base,central,tip,Leaf curvature (straight = 1; slightly falcate = 2; straight to falcate = 3),leaf margin taper (lanceolate = 1; elliptic = 2; oblanceolate = 3; parallel = 4; lanceolate-elliptic = 5; lanceolate-parallel  = 6; oblanceolate-parallel = 7; elliptic-oblong = 8),"margin colour (dark green = 1; dark green, coloured at tip = 2)",margin width upto  from base(narrower = 1;equal = 2; broader = 3; broader to narrower = 4),base,centre,tip,margin (entire = 1; slightly revolute = 2),leaf base (cuneate = 1; rounded = 2; cuneate to rounded = 3),leaf base symmetry (yes = 1),leaf apex symmetry (yes = 1),leaf apex shape (acute = 1; obtuse = 2; acute to obtuse = 3),Leaf arrangement (alternate = 1; alternate to nearly opposite = 2; alternate to opposite and/or whorled = 3),leaf texture (medium = 1),leaf edges (flat = 1; incurving = 2),abaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),adaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),mid rib colour with leaf (same = 1; different = 2),leaf mid rib appearance (abaxial)  (level = 1; elevated = 2),leaf mid rib appearance (adaxial)  (level = 1; sunken = 2),number of lateral veins (pairs)  (4--6 pairs = 1),"flower number (<20 = 1, 20-30 = 2, >30 = 3)",bract number (6 no. = 1; 6--8 no. = 2; 8 no. = 3),bract margin (entire = 1),length in mm (min - max),width in mm (min - max),ratio (length/width average),colour (red = 1; purplish red = 2; pinkish red = 3; yellow = 4),cylindric diameter (mm),length (cm),texture (glabrous = 1),number  5,shape (ovate = 1; oblong = 2; ovate-oblong = 3; ),colour (white = 1; purplish white = 2; pinkish white = 3; yellowish white = 4; yellow = 5),length (mm),breadth (mm),Length and Width ratio,apex (round =1),veins (reticulate veins = 1; purplish red reticulate veins = 2),period (months),period
Sichuan,CVH,HON HON001075,????? 10042,1975,6/28/1975,"Red Star Commune Jaar Dam, Jorge County, Sichuan Province, China",,,3450,Kwangu Yangpo,Kwangu Yangpo,1,1,1,25,yes,16,23,1,3,3,2,0.5,0.8,2,10,12,14,36,2.61,3.13,3.65,9.39,10,15,14,2,3.5,3,5,4.29,4.67,1,1,1,1,1.8,1.5,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,2.5,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Sichuan,CVH,HON HON001076,????? 10042,1975,6/28/1975,"Red Star Commune Jaar Dam, Jorge County, Sichuan Province, China",,,3450,Kwangu Yangpo,Kwangu Yangpo,1,1,1,25,yes,16,23,1,3,2,2,0.5,0.8,2,10,12,14,36,2.61,3.13,3.65,9.39,10,15,14,2,3.5,3,5,4.29,4.67,1,1,1,1,1.8,1.5,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,2.5,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Sichuan,CVH,HON HON001077,????? 10042,1975,6/28/1975,"Red Star Commune Jaar Dam, Jorge County, Sichuan Province, China",,,3450,Kwangu Yangpo,Kwangu Yangpo,1,1,1,25,yes,16,23,1,3,2,2,0.5,0.8,2,10,12,14,36,2.61,3.13,3.65,9.39,10,15,14,2,3.5,3,5,4.29,4.67,1,1,1,1,1.8,1.5,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10,2.5,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,6,June
Sichuan,CVH,KUN 0469408,?????????? 80,1959,6/19/1959,China,,,3620,"Yangyang, Meadow
","Yangyang, Meadow
",1,NA,NA,NA,yes,14,30,1,2,2,2,0.6,1,1,19,22,21,62,3.80,4.40,4.20,12.40,15,20,18,3.5,4,3.5,4.29,5,5.14,1,1,1,4,1.5,1.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,8,1.5,5.33,1,1,0.9,1,5,3,1,1.5,1,1.50,1,1,6,June
Sichuan,CVH,KUN 0469410,?????????? 876,1959,6/19/1959,"Nalangshan, China",,,1900,Next to Yangpo Highway,Next to Yangpo Highway,1,NA,NA,NA,yes,10,25,1,2,2,3,2,1,1,11,13,11,35,2.64,3.12,2.64,8.40,18,27,25,4.5,6,5,4,4.5,5,2,4,1,1,2.5,2.5,2.4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,15,3,5.00,4,1.5,1.2,1,5,3,5,3,1.2,2.50,1,1,6,June
Sichuan,CVH,KUN 0469456,???????? 1769,1973,6/7/1973,"Niyi, China",,,3880,"Roadside, River Beach","Roadside, River Beach",1,1,1,15,yes,16,27,1,3,2,1,1.5,1,1,12,14,14,40,2.67,3.11,3.11,8.89,15,23,15,3,3.5,2.8,5,6.57,5.36,2,1,1,4,1.5,1.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,8,2,4.00,4,1.1,1.2,1,5,3,4,2.2,1,2.20,1,1,6,June
Sichuan,CVH,KUN 0469450,???????? 2755,1973,6/24/1973,"China Three Districts, Seven Star Gang",,,3900,Open space between high mountain pine forests,Open space between high mountain pine forests,1,NA,NA,NA,yes,10,28,1,3,3,3,1,1,1,22,22,22,66,4.71,4.71,4.71,14.14,11,22,20,4.5,6,6,2.44,3.67,3.33,1,1,1,1,4,4,3.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,16,5,3.20,3,1.2,1.2,1,5,3,3,2,1,2.00,1,1,6,June
Sichuan,CVH,KUN 0469431,??? 21239,1930,"1930/06
",China,,,NA,NA,NA,1,NA,NA,NA,yes,7,30,1,3,3,3,1.3,1.25,1,11,12,13,36,2.20,2.40,2.60,7.20,13.5,21,20,3,5,4,4.5,4.2,5,1,1,1,4,2.2,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11,4.5,2.44,NA,1,1.2,1,5,2,NA,2.2,1,2.20,1,1,6,June
Sichuan,CVH,KUN 0469409,? 1214,1959,"1959/05/27
","Shilu Lou Township, China",,,2950,"Grass ypo, desert slope","Grass ypo, desert slope",1,1,1,13,yes,10,24,1,2,2,2,2.5,1,2,12,16,20,48,3.00,4.00,5.00,12.00,15,23,24,4.5,7,6.5,3.33,3.29,3.69,1,1,1,4,3.2,3.5,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,15,5.5,2.73,1,1.1,1.2,1,5,3,2,3,1.8,1.67,1,1,5,May
Sichuan,CVH,KUN 0469446,? 210,1981,1981,"Derong county, Sichuan",,,3200,Excessive thickets,Excessive thickets,1,1,1,10.5,yes,12,24,1,1,3,3,1.2,1.2,1,24,24,24,72,6.00,6.00,6.00,18.00,14,23,23,5,7,7,2.8,3.29,3.29,1,2,1,4,3,4,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,18,5,3.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sichuan,CVH,KUN 0469429,??? 1025,1959,"1959/06/15
","Brain Pack in Lunan Township, China
",,,2700,"Under the Pine Forest of Lushan, Hillside, Roadside, Yang","Under the Pine Forest of Lushan, Hillside, Roadside, Yang",1,1,1,18,yes,2,30,1,3,2,1,5.5,2,2,14,16,16,46,2.80,3.20,3.20,9.20,22,25,22,8,7,6.5,2.75,3.57,3.38,1,2,1,4,3.5,3.7,3.5,1,1,1,1,3,1,1,1,1,1,2,1,1,1,NA,1,1,15,5,3.00,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,June
Sichuan,CVH,KUN 0469426,??? 2672,1959,9/14/1959,"Bowa Jiagou, China",,,3900,"Hillsides, sun, meadows","Hillsides, sun, meadows",1,NA,NA,NA,yes,4,35,1,3,2,1,3.5,1.2,1,20,23,26,69,3.43,3.94,4.46,11.83,18.5,22,20,3.5,4.5,4,5.29,4.89,5,1,3,1,4,1.5,1.8,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,10,2.5,4.00,NA,1.2,1.3,1,5,3,NA,2,0.9,2.22,1,1,9,September
Sichuan,CVH,KUN 0469428,??? 417,1959,5/1/1959,MiYi to Wu Shui on the way to China,,,2550,Hillside yang,Hillside yang,1,3,2,27,yes,7,27,1,3,3,1,3,1,1,14,16,16,46,3.11,3.56,3.56,10.22,13.5,18,18,3.5,7,6,3.86,2.57,3,1,2,1,4,2,3,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,13,6,2.17,NA,1.3,1,1,5,3,NA,2.5,1.5,1.67,1,1,5,May
Sichuan,CVH,KUN 1303571,??????????????? SunH-07ZX-0201,2008,8/17/2008,"Grass dam in Derong County, Sichuan, China",99 17 0.83,28 37 52.1,2285,Alpine Meadows,Alpine Meadows,1,1,2,20,yes,18,20,1,3,3,1,1,1,2,10,12,16,38,3.00,3.60,4.80,11.40,12,17,13,3.2,5,3.3,3.75,3.4,3.94,2,1,1,4,2,2.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,5.00,4,1.1,1,1,5,3,5,2,1,2.00,1,1,8,August
Sichuan,CVH,KUN 1303572,??????????????? SunH-07ZX-0201,2008,8/17/2008,"Grass dam in Derong County, Sichuan, China",99 17 0.83,28 37 52.1,2285,Alpine Meadows,Alpine Meadows,1,1,2,15,yes,12,20,1,3,3,2,1,1,2,10,12,16,38,3.00,3.60,4.80,11.40,12,17,13,3.2,5,3.3,3.75,3.4,3.94,2,1,1,4,2,2.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,10,2,5.00,4,1.1,1,1,5,3,5,2,1,2.00,1,1,8,August
Sichuan,CVH,SM SM713100264,??? 015,1978,19780510,Sichuan Liangshan Yi Autonomous Prefecture Salt Source Sliding Mud Po,,,2400,Roadside,Roadside,1,NA,NA,NA,NA,7,25,1,3,3,1,1,1,2,12,14,16,42,2.88,3.36,3.84,10.08,10,15,14,2.5,4,3.5,4,3.75,4,1,1,1,4,1.5,2,1.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,11,2.5,4.40,4,1,1.1,1,5,3,5,2.2,1,2.20,1,1,5,May
Sichuan,CVH,SM SM713100265,??? 015,1978,19780510,Sichuan Liangshan Yi Autonomous Prefecture Salt Source Sliding Mud Po,,,2400,Roadside,Roadside,1,1,2,12,yes,10,25,1,3,3,1,1,1,2,12,14,16,42,2.88,3.36,3.84,10.08,10,15,14,2.5,4,3.5,4,3.75,4,1,1,1,4,1.5,2,1.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,11,2.5,4.40,4,1,1.1,1,5,3,5,2.2,1,2.20,1,1,5,May
Sichuan,CVH,SM SM713100266,??? 601,1978,19780830,"Sichuan, Liangshan Yi Autonomous Prefecture, Salt Source Yakshan",,,3800,grass,grass,1,NA,NA,NA,NA,15,27,1,3,3,1,1.5,0.8,1,20,24,26,70,4.44,5.33,5.78,15.56,12,20,18,3,5,4,4,4,4.5,1,1,1,4,2,2.5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,12,3,4.00,1,1,1.1,1,5,3,1,2.2,1,2.20,1,1,8,August
Sichuan,CVH,SM SM713100268,??? 601,1978,19780830,"Sichuan, Liangshan Yi Autonomous Prefecture, Salt Source Yakshan",,,3800,grass,grass,1,1,2,19,yes,15,25,1,3,3,1,1.5,0.8,1,18,22,24,64,4.32,5.28,5.76,15.36,12,20,18,3,5,4,4,4,4.5,1,1,1,4,2,2.5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,12,3,4.00,1,1,1.1,1,5,3,1,2.2,1,2.20,1,1,8,August
Sichuan,CVH,KUN 1247509,?????????????????? ZhouZK-07ZX-0104,2008,8/16/2008,"Ma Anshan Koukou, Township County, Sichuan, China",29 00 03,99 44 43,4171,Alpine Meadows,Alpine Meadows,1,NA,NA,NA,NA,NA,25,1,3,3,1,1,1.8,2,14,18,20,52,3.36,4.32,4.80,12.48,18.5,35,25,7,10,8,2.64,3.5,3.13,2,1,1,4,4,5,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,16,6,2.67,4,1,1.1,1,5,3,5,2.2,1.2,1.83,1,1,8,August
Sichuan,CVH,IGA IGA0005222,??? 183,1982,7/23/1982,"Jorge, Sichuan Province, China",,,3500,Meadow hillside sun,Meadow hillside sun,1,1,1,10,yes,22,28,1,3,3,2,1.5,1,2,14,18,22,54,3.00,3.86,4.71,11.57,12,20,18,3.2,5,4,3.75,4,4.5,1,1,1,1,2.5,2.5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,14,3.8,3.68,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Sichuan,CVH,IGA IGA0005223,??? 183,1982,7/23/1982,"Jorge, Sichuan Province, China",,,3500,Meadow hillside sun,Meadow hillside sun,1,NA,NA,NA,NA,3,28,1,3,3,2,1.5,1,2,14,18,22,54,3.00,3.86,4.71,11.57,12,20,18,3.2,5,4,3.75,4,4.5,1,1,1,1,2.5,2.5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,14,3.8,3.68,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Sichuan,CVH,IGA IGA0005224,??? 183,1982,7/23/1982,"Jorge, Sichuan Province, China",,,3500,Meadow hillside sun,Meadow hillside sun,1,NA,NA,NA,NA,7,28,1,3,3,2,1.5,1,2,14,18,22,54,3.00,3.86,4.71,11.57,12,20,18,3.2,5,4,3.75,4,4.5,1,1,1,1,2.5,2.5,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,14,3.8,3.68,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Sichuan,CVH,KUN 0469454,??? 3263,1960,5/3/1960,China,,,NA,NA,NA,1,NA,NA,NA,yes,7,29,1,3,3,1,2,1,2,18,20,23,61,3.72,4.14,4.76,12.62,15,25,25,2.8,3,3,5.36,8.33,8.33,2,7,1,3,1.2,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,2.4,5.42,NA,1,0.9,1,5,3,NA,2,1,2.00,1,1,5,May
Sichuan,CVH,KUN 0469452,??? 3383,1960,5/11/1960,China,,,NA,NA,NA,1,NA,NA,NA,NA,NA,25,1,3,1,1,NA,1,2,30,32,24,86,7.20,7.68,5.76,20.64,2,2,2,3,3,3,0.67,0.67,0.67,2,7,1,2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,13,3.2,4.06,NA,1,1.2,1,5,3,NA,2,1.1,1.82,1,1,5,May
Sichuan,CVH,KUN 0469433,??? 6237,1937,19370614,"Under Dinggong Castle, China",,,3450,side of barly fuild,side of barly fuild,1,NA,NA,NA,NA,6,28,1,3,3,2,1,1,1,14,16,18,48,3.00,3.43,3.86,10.29,15,20,18,2.5,3,2.5,6,6.67,7.2,1,1,1,4,1.2,1.5,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.6,0.63,4,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Sichuan,CVH,KUN 0469435,??? 6954,1937,7/7/1937,"Under the Mt. Mt. Medi-Gonga, China",,,3300,under pure forforest,under pure forforest,1,NA,NA,NA,yes,16,25,1,3,3,2,2,1,2,18,20,20,58,4.32,4.80,4.80,13.92,13,18,18,2.5,4,3,5.2,4.5,6,1,1,1,4,1.1,1.6,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0.50,4,1,1,1,5,3,5,2.5,1.2,2.08,1,1,7,July
Sichuan,CVH,KUN 0469411,??? 2201,1964,6/8/1964,china,,,1750,Under the Pine Forest of Yunnan,Under the Pine Forest of Yunnan,1,NA,NA,NA,yes,4,30,1,3,3,1,1.2,0.8,1,17,22,27,66,3.40,4.40,5.40,13.20,13,25,22,2.25,3.5,3.2,5.78,7.14,6.88,2,6,1,2,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,5.50,4,1,1,1,5,3,5,2,0.9,2.22,1,1,6,June
Sichuan,CVH,PE 02096165,??? ??? ??? 114026,1981,5/15/1981,"Ran mashan in Kangding County, Sichuan Province, China",,,2800,Hillside open space,Hillside open space,1,NA,NA,NA,NA,13,23,1,3,3,1,1,1,1,12,16,18,46,3.13,4.17,4.70,12.00,13,22,20,4.5,6,5.5,2.89,3.67,3.64,1,6,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,12,5,2.40,4,1.2,1,1,5,3,1,2.2,1,2.20,1,1,5,May
Sichuan,CVH,PE 02096166,??? ??? ??? 114026,1981,5/15/1981,"Ran mashan in Kangding County, Sichuan Province, China",,,2800,Hillside open space,Hillside open space,1,NA,NA,NA,NA,13,23,1,3,3,1,1,1,1,12,16,18,46,3.13,4.17,4.70,12.00,13,22,20,4.5,6,5.5,2.89,3.67,3.64,1,6,1,2,3,3,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,12,5,2.40,4,1.2,1,1,5,3,1,2.2,1,2.20,1,1,5,May
Sichuan,CVH,KUN 0469412,??????? 22261,1957,6/20/1957,337 km of road near the Temple of Brushing in China,,,3200,"Roadside
","Roadside
",1,NA,NA,NA,yes,7,30,1,3,3,3,1.5,1,2,13,15,18,46,2.60,3.00,3.60,9.20,15,20,20,4.5,6,4.5,3.33,3.33,4.44,1,1,1,1,3.5,3,2.5,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,13,3.2,4.06,4,1.2,1.1,1,5,3,5,2.5,1.5,1.67,1,1,6,June
Sichuan,CVH,KUN 0469442,??????? 22914,1957,7/9/1957,China Amu Foot,,,2700,NA,NA,1,NA,NA,NA,NA,NA,34,1,3,3,2,1.5,1,2,20,24,24,68,3.53,4.24,4.24,12.00,13.5,18,15,4,4.5,4,3.38,4,3.75,1,1,1,1,2.5,2.5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,11,2,5.50,4,1,0.8,1,5,3,5,2,1,2.00,1,1,7,July
Sichuan,GBIF,5308556,28090,1998,7/1/1998,"Daocheng Xian: Between Sandui and Litang, SW of Haizi Shan.",29 16' 16'',100 4' 56'',3980,meadow on river traces,meadow on river traces,1,NA,NA,NA,NA,4,23.5,1,2,2,2,2,1,2,12,14,18,44,3.06,3.57,4.60,11.23,15,19,13,3.5,4.5,3.5,4.29,4.22,3.71,1,1,1,4,2,2.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,14,3,4.67,4,1,1,1,5,3,5,2.5,1.2,2.08,1,1,7,July
Sichuan,GBIF,2279915,30828,2004,7/19/2004,"Derong xian: Gajiangxue shan, NNW of the city Derong",28  52' 3'',99  14' 45'',3400,"cut over forest along stream and adjacent dry Pinus forest on steep slope; Steep, gravelly, open slope above stream and below and in Pinus forest","cut over forest along stream and adjacent dry Pinus forest on steep slope; Steep, gravelly, open slope above stream and below and in Pinus forest",1,NA,NA,NA,NA,3,24.5,1,1,1,1,2,1,2,11,13,17,41,2.69,3.18,4.16,10.04,16,21,19,5.5,6.5,5.5,2.91,3.23,3.45,1,1,1,4,3,3.5,2.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,14,5,2.80,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July 
Sichuan,GBIF,2279916,30808,2004,7/16/2004,Xiangcheng: Maan shan. Along the road from Xiangcheng to reda near pass,29  0' 34',99  44' 37'',4160,alpine meadow,alpine meadow,1,NA,NA,NA,NA,5,23.5,1,1,1,1,2,1,2,11,15,17,43,2.81,3.83,4.34,10.98,11,19,16.5,2.5,4.5,4,4.4,4.22,4.13,1,1,1,4,2,2.5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,12,4,3.00,4,1,0.8,1,5,3,5,2,1,2.00,1,1,7,July 
Sichuan,GBIF,2279919,30951,2004,7/20/2004,Derong xian: NNW of the city Derong. Dimu caodi pass,29  8' 17'',99  20' 3'',4142.5,Open stony soils in Quercus scrub and remnant Picea-Larix forest with gravelly openings and esposed ledges,Open stony soils in Quercus scrub and remnant Picea-Larix forest with gravelly openings and esposed ledges,1,1,1,20,yes,7,14,1,1,1,1,2,1,2,11,15,17,43,4.71,6.43,7.29,18.43,11,13,9,2.5,3.5,2.5,4.4,3.71,3.6,1,1,1,4,1.5,2,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,8,2,4.00,4,1,1,1,5,3,5,2,1,2.00,1,1,7,July
sichuan,GBIF,2279920,30801,2004,7/16/2004,Xiangcheng xian: vicinity of the town of Reda. Rizhao shen shan from george behind Silong village,29  6' 9'',99  40' 15'',3725,NA,NA,1,NA,NA,NA,NA,7,37.5,1,2,2,2,2,1,2,13,17,19,49,2.08,2.72,3.04,7.84,19,27,24,5,6.5,6.5,3.8,4.15,3.69,1,1,1,4,3,4,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,20,5,4.00,2,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Sichuan,GBIF,P00871618,39501,2007,8/11/2007,"Aba xian: SE of the city Aba on county road to An Qiang Xiang, Chong'an Cun",32  42' 41'',101  54' 19'',3320,NA,NA,1,1,1,27,yes,6,32.5,1,3,3,3,2,1,3,13,15,21,49,2.40,2.77,3.88,9.05,11,22,16.5,3.5,7.5,5.5,3.14,2.93,3,1,1,1,4,4,5,3.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,10,4,2.50,4,1,1.1,1,5,3,1,2,1.5,1.33,1,1,8,August
Tianjin,CVH,PE 01059110,Y.Liu 11755,1935,1935/08,Tungling,,,NA,on grassland,on grassland,1,1,1,11,yes,3,15,1,1,1,1,2,1,2,13,19,23,55,5.20,7.60,9.20,22.00,13,16,17,3.5,4.5,4.5,3.71,3.56,3.78,1,1,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,3,3.33,4,1,0.8,1,5,3,5,2,1,2.00,1,1,8,August
Tibet,CVH,KUN 1274412,"Yang Yi, Sun Lu CY-006",2015,9/19/2015,Tibet from Ranwu to Chayu road,29 23' 43.61'',96 50' 57.72'',4172,Sand stone slope,Sand stone slope,1,NA,NA,NA,NA,3,22,1,1,1,1,2,1,2,23,25,29,77,6.27,6.82,7.91,21.00,16.5,21,16,3,6,5,5.5,3.5,3.2,1,1,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,12,3,4.00,1,1,0.8,1,5,3,1,2,1,2.00,1,1,9,September
Tibet,CVH,KUN 1275239,"Zhang Jianwen, Li Yanbo, Sun Lu, Zhang Cheng, Yang Yi ZJW-3277",2015,20150820,"A valley 300m from the village of Goegu, Shagong Township, China",31 26' 47.60'',96 49' 45.51'',3437,"Spruce forest, meadows","Spruce forest, meadows",1,NA,NA,NA,NA,3,38,1,2,2,2,1,1,3,23,27,31,81,3.63,4.26,4.89,12.79,21.5,25,21,5,8,7.5,4.3,3.13,2.8,1,1,1,4,2.5,4.5,2.25,1,1,1,1,1,2,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,August
Tibet,CVH,KUN 1274392,"Zhang Jianwen, Li Yanbo, Sun Lu, Zhang Cheng, Yang Yi ZJW-3329",2015,20150822,"Northeast direction of the city's suburbs in Wuqi County, China",31 16' 6.38'',96 39' 19.29'',3975,alpine meadows,alpine meadows,1,NA,NA,NA,NA,18,31,1,2,2,2,4,1,3,15,17,23,55,2.90,3.29,4.45,10.65,15,19,15,7,9.5,7,2.14,2,2.14,1,5,1,4,3.5,5.5,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,8,4,2.00,2,1,0.8,1,5,3,1,3,1.8,1.67,1,1,8,August
Tibet,CVH,HX 004254,?? F0006,2004,7/18/2004,"?? ????? ??? ?????? (Li Long Village, Baihe Township, Sanzhi County, Tibet Autonomous Region, China)",,,3600,hillside scrub,hillside scrub,1,NA,NA,NA,NA,2,35,1,3,3,2,5,1,3,15,23,29,67,2.57,3.94,4.97,11.49,19.5,20,17,9.5,12,9.5,2.05,1.67,1.79,1,2,1,4,3,7,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,12,5,2.40,NA,1,1.2,1,5,3,NA,2,1,2.00,1,1,7,July
Tibet,CVH,WUK 0478245,??? 94182,1994,7/16/1994,"20 km west of Nikkaze, Tibet Autonomous Region, China",,,NA,hillside,hillside,1,NA,NA,NA,NA,4,24,1,1,2,1,2,1,2,21,23,27,71,5.25,5.75,6.75,17.75,12.5,16,13,3.5,3.5,2.5,3.57,4.57,5.2,1,1,1,4,1.5,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,NA,1,1,1,5,3,NA,2,1,2.00,1,1,7,July
Tibet,CVH,PE 01059604,????? T17,1990,5/19/1990,"China Tibet, Shibujiangda County, Xicheng",,,3450,NA,NA,1,1,1,10,yes,3,17.5,1,3,3,2,1,1,2,11,13,19,43,3.77,4.46,6.51,14.74,10,17.5,20,3,7.5,8,3.33,2.33,2.5,1,5,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,14,7,2.00,2,1,0.8,1,5,3,1,3,1.5,2.00,1,1,5,May
Tibet,CVH,PE 01059600,????? T593,1990,6/16/1990,"Camp in Dingzhi County, Tibet, China",,,4600,valley plains,valley plains,1,NA,NA,NA,NA,11,17,1,1,2,1,2,1,2,11,13,19,43,3.88,4.59,6.71,15.18,10,15,15,2.5,4.5,4,4,3.33,3.75,1,1,1,4,2,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,3,3.00,1,1,0.8,1,5,3,2,2,1,2.00,1,1,6,June
Tibet,CVH,PE 01059602,"T.Naito,K.Y.Lang,Y.Tateishi,T.Nemoto & B.S.Li 1336",1986,5/23/1986,Tibet. Maizhokunggar xian: Gesang-Lhasa,,,3800,on sunny ground,on sunny ground,1,1,1,9,yes,14,19,1,2,3,2,1,1,2,11,11,15,37,3.47,3.47,4.74,11.68,8.5,19.5,18,2.5,6.5,6,3.4,3,3,1,1,1,4,3,4,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,16,5,3.20,3,0.8,1,1,5,3,3,3,2,1.50,1,1,5,May
Tibet,CVH,PE 01059601,"T.Naito,K.Y.Lang,Y.Tateishi,T.Nemoto & B.S.Li 1351",1986,5/24/1986,Tibet: Lhasa-Yangbajain,,,3800,on sunny rocky ground,on sunny rocky ground,1,NA,NA,NA,NA,7,18,1,1,2,1,1,1,2,11,15,21,47,3.67,5.00,7.00,15.67,11,16,13,3,5.5,4.5,3.67,2.91,2.89,1,1,1,4,2,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,10,4,2.50,2,1,0.8,1,5,3,3,2,1,2.00,1,1,5,May
