,,,,,,TP,TP,AI,RH,PP,PET,PV,SC,SM,SP,SR,WV,WS,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,GD,GD,GD,GD,GD,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,UVB,UVB,UVB,UVB,UVB,UVB,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM
SN,barcode,Province,long,lat,colour,Elevation (m),Aspect (degree),Annual aridity (ratio),Annual Relative Humidity (%),Net primary productivity (kg-carbon/m²/year),Potential evapotranspiration (mm),Potential vegetation (15 biomes categories),Soil carbon (Kg-Carbon/m² to 1 m depth),Soil moisture (mm based on 150 mm water holding capacity),Soil pH (acidity-alkaline level),Annual solar radiation (kJ/m²/day),Annual water vapour (kPa),Annual wind speed (m/s),"Contrast (exponentially weighted difference in EVI between adjacent pixels, x ?0)","Correlation (linear dependency of EVI on adjacent pixels, 1? x ?-1)","Coefficient of variation (normalized dispersion of EVI, x ?0)",Dissimilarity, Entrophy,"Evenness (evenness of EVI, 1? x ?0)","Homogeneity (similarity of EVI between adjacent pixels, 1? x ?0)","Maximum (dominance of EVI combinations between adjacent pixels, 1? x ?0)","Range (Range of EVI, x ?0)",Shannon index,Simpson index,Standard deviation,"Uniformity (orderliness of EVI, 1? x ?0)­­­","Variance (Dispersion of EVI combinations between adjacent pixels, x ?0)",First day of growing season (Julian day),Growing degree days (°C based on 5-degree base temperature),Growing season length (number of days),Growing season temperature (°C/10),Last day of growing season (Julian day),Evergreen/deciduous Needleleaf trees (Lulc1),Evergreen broadleaf trees (LULC2),Deciduous Broadleaf Trees (LULC3),Mixed/other trees (LULC4),Shrubs (LULC5),Herbaceous vegetation (LULC6),Cultivated and managed vegetation (LULC7),Regularly Flooded Vegetation (LULC8),Urban/Built-up (LULC9),Snow/Ice (LULC10),Barren (LULC11),Barren (LULC12),Annual mean UV-B (J/m²/day),UV-B seasonality (J/m²/day),Mean UV-B of highest month (J/m²/day),Mean UV-B of lowest month (J/m²/day),Sum of monthly mean UV-B during highest quarter,Sum of monthly mean UV-B during lowest quarter,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
227,NiuMa-18,Sichuan,100.78268580000,28.20150630000,YW,3666.37,88.72,9771.54,33.00,0.35,39.87,3.00,6.01,139.75,6.26,13592.10,0.57,3.13,175249.00,8209.00,2287.00,31220.00,55160.00,9368.00,2907.00,181.00,3284.00,32869.00,9564.00,727.00,54.00,527475.00,76.05,1040.00,243.32,8.04,304.35,41.27,0.13,0.00,28.29,3.33,10.95,16.02,0.00,0.00,0.00,0.00,0.00,5874.62,228449.00,8690.46,2587.73,24676.60,10837.10,49.00,82.00,356.00,5258.00,147.00,-83.00,230.00,113.00,-25.00,115.00,-25.00,897.00,251.00,2.00,119.00,719.00,6.00,6.00,6.00
229,PE 01059462,Sichuan,100.98770100000,28.38936200000,YW,4084.47,251.30,10885.40,35.00,0.61,36.83,8.00,6.03,143.79,6.28,13557.40,0.53,3.41,69393.00,6309.00,819.00,19734.00,45404.00,8710.00,3986.00,377.00,1852.00,25100.00,9048.00,308.00,147.00,94702.00,98.94,1681.00,212.02,7.59,310.47,14.98,0.31,0.00,14.20,4.26,47.60,18.11,0.00,0.00,0.00,0.00,0.00,5836.70,230084.00,8655.17,2531.68,24654.60,10689.00,35.00,82.00,354.00,5233.00,134.00,-97.00,231.00,100.00,-38.00,102.00,-38.00,913.00,237.00,2.00,109.00,652.00,7.00,7.00,7.00
261,PE 01059476,Yunnan,98.87096600000,28.55719700000,YW,3689.73,276.39,7909.07,28.00,0.47,42.50,10.00,5.48,116.43,6.59,14415.00,0.58,2.57,186313.00,7898.00,1885.00,32162.00,54352.00,9042.00,2876.00,231.00,4155.00,32687.00,9527.00,773.00,61.00,600102.00,88.16,596.00,223.30,9.29,290.91,21.72,9.66,0.00,54.39,0.40,1.97,11.92,0.00,0.00,0.00,0.00,0.00,6133.55,245121.00,9209.16,2648.77,25951.30,11010.30,55.00,68.00,294.00,5771.00,157.00,-74.00,230.00,127.00,-25.00,128.00,-25.00,602.00,123.00,7.00,71.00,343.00,25.00,25.00,25.00
262,KUN 1247494,Yunnan,100.19188888900,28.56425000000,YW,3917.51,182.95,7818.56,2.00,0.35,35.35,13.00,6.82,140.39,5.76,13930.70,0.52,2.93,113406.00,7216.00,1281.00,25088.00,49919.00,8758.00,3395.00,251.00,2753.00,28352.00,9288.00,488.00,93.00,239038.00,79.26,0.00,233.01,8.46,274.15,29.40,2.50,0.00,19.64,0.18,34.00,14.50,0.00,0.00,0.00,0.00,0.00,6385.96,253868.00,9563.89,2780.06,27004.90,11701.50,50.00,78.00,330.00,5588.00,152.00,-85.00,237.00,118.00,-28.00,121.00,-28.00,534.00,158.00,1.00,123.00,451.00,3.00,3.00,3.00
246,SM713100266,Sichuan,102.14602900000,27.74568300000,YW,1551.33,209.22,7373.45,54.00,0.65,65.80,10.00,4.11,98.01,6.10,13509.40,1.15,1.70,304666.00,7269.00,1470.00,36833.00,54837.00,9140.00,2942.00,220.00,3665.00,32586.00,9534.00,720.00,63.00,535311.00,58.28,2672.00,251.15,16.89,31.85,0.00,0.00,0.00,4.00,0.00,12.52,82.52,0.00,0.00,0.00,0.00,1.41,5300.27,193466.00,7661.75,2500.06,21802.40,9933.96,160.00,80.00,351.00,5027.00,254.00,26.00,227.00,219.00,81.00,220.00,81.00,751.00,168.00,3.00,100.00,489.00,9.00,9.00,9.00
263,PE 01059483,Yunnan,103.16428200000,26.02107700000,YW,1830.59,174.82,6576.19,62.00,0.92,51.79,8.00,4.00,118.86,5.56,14199.70,1.20,2.04,348918.00,7126.00,1997.00,42103.00,56220.00,9100.00,2452.00,177.00,3639.00,32985.00,9549.00,772.00,49.00,612799.00,35.13,2860.00,233.21,16.77,25.25,5.13,0.00,0.00,19.48,7.66,36.18,31.55,0.00,0.00,0.00,0.00,0.00,4169.96,118219.00,5632.70,2323.03,16184.30,8436.39,157.00,81.00,374.00,4610.00,245.00,29.00,216.00,209.00,83.00,209.00,83.00,621.00,119.00,7.00,83.00,353.00,24.00,24.00,24.00
264,BNU 0020444,Qinghai,100.81344444400,32.76375000000,YY,3744.43,75.94,7507.71,9.00,0.37,38.57,13.00,6.62,142.17,5.94,13939.60,0.46,2.39,144789.00,6953.00,1070.00,28606.00,52463.00,9123.00,3095.00,194.00,2448.00,29489.00,9405.00,492.00,68.00,242946.00,110.45,199.00,165.99,8.73,234.67,0.32,0.00,0.00,11.47,0.00,52.01,36.21,0.00,0.00,0.00,0.00,0.00,5425.20,259377.00,8711.90,1927.20,24597.10,8753.84,24.00,107.00,337.00,6944.00,163.00,-154.00,317.00,110.00,-66.00,115.00,-77.00,457.00,89.00,2.00,86.00,257.00,9.00,9.00,9.00
292,PE 01059341,Sichuan,102.50553100000,32.78987200000,YY,3537.08,62.68,8303.64,21.00,0.42,35.27,13.00,9.60,148.94,5.25,13254.30,0.52,2.52,196336.00,7246.00,1194.00,33162.00,54231.00,8947.00,2774.00,194.00,3432.00,31378.00,9474.00,617.00,59.00,368489.00,112.39,568.00,188.24,8.29,298.81,0.00,0.00,0.00,0.00,0.00,53.76,46.24,0.00,0.00,0.00,0.00,0.00,5127.09,246107.00,8228.50,1800.81,23320.30,8227.40,26.00,95.00,329.00,6455.00,156.00,-134.00,290.00,109.00,-65.00,113.00,-65.00,679.00,124.00,4.00,80.00,363.00,15.00,15.00,15.00
275,PE 01059339,Sichuan,100.92427300000,32.28887400000,YY,3777.93,81.02,7952.66,6.00,0.37,31.20,13.00,7.71,147.84,5.39,13717.30,0.48,2.35,133334.00,6604.00,1010.00,27615.00,51295.00,9154.00,3105.00,196.00,2335.00,28706.00,9357.00,454.00,74.00,210958.00,111.44,220.00,174.21,8.50,263.75,43.75,0.00,0.00,33.53,0.00,11.14,8.87,0.00,2.73,0.00,0.00,0.00,5568.57,262649.00,8879.00,2003.35,25126.40,9062.02,23.00,101.00,336.00,6650.00,156.00,-143.00,300.00,109.00,-72.00,111.00,-72.00,484.00,100.00,2.00,92.00,296.00,8.00,8.00,8.00
276,HNWP 0206125,Sichuan,100.97697300000,32.06664700000,YY,3841.86,211.13,7536.65,3.00,0.38,33.44,13.00,7.27,147.06,5.60,13614.90,0.48,2.48,198306.00,7251.00,1383.00,33399.00,54299.00,8959.00,2760.00,165.00,3501.00,31410.00,9483.00,640.00,57.00,390486.00,94.79,136.00,158.29,9.33,177.54,2.25,0.00,0.00,9.08,0.00,55.09,32.91,0.00,0.00,0.00,0.00,0.00,5620.68,261081.00,8910.19,2061.53,25209.80,9269.34,35.00,98.00,337.00,6448.00,164.00,-126.00,291.00,115.00,-57.00,120.00,-57.00,535.00,102.00,3.00,86.00,285.00,10.00,10.00,10.00
295,PE 01059337,Sichuan,102.63427700000,32.52365800000,YY,4135.75,315.73,11225.40,20.00,0.42,34.46,10.00,8.78,149.09,5.31,12990.00,0.47,3.25,333057.00,7031.00,1945.00,41861.00,55202.00,8988.00,2501.00,220.00,3702.00,32325.00,9502.00,732.00,61.00,542897.00,143.60,729.00,145.01,6.92,287.77,0.00,0.00,0.00,1.77,0.00,55.54,40.48,0.00,0.00,2.21,0.00,0.00,5188.15,244854.00,8266.37,1857.23,23444.70,8432.92,1.00,90.00,318.00,6481.00,130.00,-154.00,283.00,85.00,-89.00,89.00,-89.00,770.00,135.00,5.00,75.00,383.00,19.00,19.00,19.00
303,PE 01059418,Sichuan,102.96790100000,32.06606500000,YY,3010.09,309.75,7314.99,26.00,0.44,36.27,10.00,7.21,148.27,5.54,12664.20,0.75,2.13,260221.00,7168.00,1188.00,37091.00,55656.00,9207.00,2584.00,163.00,3634.00,32299.00,9543.00,686.00,50.00,464544.00,68.26,1086.00,206.64,10.44,169.59,22.16,0.00,0.00,37.87,0.00,23.31,16.66,0.00,0.00,0.00,0.00,0.00,5134.69,239114.00,8132.62,1860.53,23043.70,8407.48,62.00,79.00,298.00,6215.00,181.00,-84.00,265.00,141.00,-26.00,145.00,-26.00,499.00,89.00,2.00,81.00,266.00,9.00,9.00,9.00
304,PE 01059428,Sichuan,103.11707500000,32.16268000000,YY,2776.61,93.40,6966.48,32.00,0.52,45.87,10.00,5.55,144.80,6.05,12567.30,0.80,1.99,385163.00,6663.00,1541.00,44885.00,57738.00,9288.00,2328.00,122.00,3897.00,33883.00,9615.00,788.00,39.00,616584.00,55.69,1574.00,248.98,10.48,170.02,19.79,0.00,0.00,36.18,5.13,18.17,19.20,0.00,0.00,0.00,0.00,0.00,5021.81,233503.00,7912.63,1822.86,22527.40,8249.59,76.00,78.00,294.00,6226.00,194.00,-72.00,266.00,154.00,-14.00,158.00,-14.00,621.00,113.00,2.00,84.00,339.00,9.00,9.00,9.00
270,SM713100186,Sichuan,100.21599800000,31.36067300000,YY,3768.56,182.20,6482.78,15.00,0.53,38.05,13.00,6.32,134.53,5.98,13810.90,0.54,2.26,186203.00,7076.00,1503.00,31041.00,52619.00,8831.00,3059.00,224.00,3416.00,30420.00,9419.00,578.00,72.00,343226.00,83.00,630.00,157.25,9.72,146.42,40.20,5.55,0.00,14.52,0.00,36.48,2.85,0.00,0.00,0.00,0.00,0.00,5609.33,253816.00,8803.97,2130.41,24856.10,9391.54,42.00,96.00,331.00,6492.00,169.00,-120.00,289.00,123.00,-51.00,126.00,-51.00,412.00,87.00,1.00,94.00,241.00,4.00,4.00,4.00
299,PE 01059416,Sichuan,102.81992900000,31.64571000000,YY,3536.17,232.85,10532.60,24.00,0.46,38.33,10.00,6.39,148.80,5.78,12573.70,0.65,2.76,272061.00,7827.00,2028.00,38953.00,56364.00,9132.00,2453.00,158.00,4373.00,33819.00,9574.00,938.00,47.00,961633.00,112.13,988.00,193.35,8.13,300.26,17.02,12.83,3.56,29.09,0.00,31.45,6.41,0.00,0.00,0.00,0.00,0.00,5352.17,240225.00,8293.46,2032.26,23714.30,8980.67,29.00,76.00,291.00,6277.00,147.00,-115.00,262.00,110.00,-59.00,113.00,-59.00,780.00,136.00,3.00,79.00,400.00,12.00,12.00,12.00
301,PE 01059372,Sichuan,102.86911000000,31.95827900000,YY,4140.56,34.03,14133.70,24.00,0.46,38.33,10.00,6.39,148.80,5.78,12632.60,0.51,3.64,364107.00,9200.00,4833.00,45056.00,59931.00,9545.00,2252.00,133.00,6125.00,39319.00,9777.00,1576.00,31.00,2435536.00,152.33,988.00,131.63,6.19,283.22,1.84,0.00,0.00,3.81,0.00,59.59,0.00,0.00,0.00,34.90,0.00,0.00,5309.21,242522.00,8336.84,1968.54,23669.60,8842.66,-9.00,79.00,294.00,6438.00,114.00,-156.00,270.00,74.00,-98.00,78.00,-98.00,1019.00,195.00,3.00,87.00,582.00,13.00,13.00,13.00
305,SM713100208,Sichuan,103.82032900000,31.74951800000,YY,2350.45,158.25,9024.50,65.00,0.71,38.91,10.00,4.07,148.69,7.02,11819.10,1.10,1.85,191144.00,8489.00,1515.00,31716.00,54389.00,9126.00,2962.00,218.00,3967.00,33010.00,9551.00,821.00,61.00,664622.00,49.21,2291.00,284.48,11.04,306.50,33.18,0.05,9.54,33.56,9.52,0.36,14.48,0.00,0.00,0.00,0.00,0.00,2871.75,108096.00,4240.67,1353.86,12154.70,5204.07,86.00,64.00,248.00,6597.00,204.00,-53.00,257.00,173.00,-10.00,173.00,-10.00,906.00,194.00,6.00,85.00,540.00,21.00,21.00,21.00
291,PE 01059436,Sichuan,102.35961900000,30.98673400000,YY,3218.40,220.05,10162.50,25.00,0.56,34.94,10.00,4.83,148.59,6.65,12801.80,0.70,2.32,183439.00,7862.00,1413.00,32271.00,54417.00,9208.00,2787.00,181.00,3155.00,31882.00,9520.00,663.00,57.00,432362.00,98.69,1125.00,209.08,8.57,283.18,10.38,22.45,0.50,25.88,0.00,29.49,11.23,0.00,0.00,0.00,0.00,0.00,5397.34,235309.00,8266.98,2121.38,23635.30,9256.38,40.00,76.00,300.00,6054.00,153.00,-101.00,254.00,96.00,-45.00,120.00,-45.00,567.00,115.00,2.00,83.00,307.00,5.00,5.00,5.00
284,CDBI0238180,Sichuan,101.82083333300,30.05305555560,YY,4171.18,131.80,12890.40,28.00,0.48,29.17,10.00,7.17,145.84,5.62,12841.90,0.53,3.43,309259.00,8464.00,3242.00,41106.00,58521.00,9454.00,2422.00,115.00,4499.00,35892.00,9685.00,1015.00,36.00,1012198.00,119.25,820.00,183.75,7.38,302.61,1.53,0.00,0.00,10.17,0.00,64.39,18.02,0.00,0.00,0.00,0.00,6.10,5415.01,230178.00,8280.77,2195.04,23435.90,9448.72,24.00,78.00,319.00,5692.00,131.00,-113.00,243.00,79.00,-55.00,98.00,-55.00,999.00,208.00,5.00,85.00,547.00,15.00,15.00,15.00
296,CDBI0082265,Sichuan,102.64904000000,30.28100900000,YY,2257.39,138.75,10444.60,59.00,0.56,58.61,11.00,4.29,146.93,6.74,11501.40,0.95,1.93,129519.00,6573.00,823.00,26906.00,50459.00,8991.00,3292.00,265.00,2316.00,28240.00,9308.00,439.00,86.00,188951.00,-5750.51,2165.00,322.69,11.11,-5545.98,11.65,16.03,0.00,30.77,27.87,13.10,0.00,0.00,0.00,0.00,0.00,0.00,4047.19,166911.00,6062.51,1710.16,17479.30,7067.36,97.00,67.00,268.00,6246.00,209.00,-41.00,250.00,179.00,6.00,179.00,6.00,1123.00,218.00,9.00,80.00,651.00,27.00,27.00,27.00
285,PE 01059327,Sichuan,101.97372400000,29.98066200000,YY,4045.23,281.82,14122.50,40.00,0.58,42.88,11.00,6.17,140.03,6.12,12794.40,0.57,3.30,290588.00,9094.00,5748.00,33297.00,55729.00,9213.00,3168.00,332.00,5741.00,36495.00,9651.00,1357.00,74.00,1851892.00,123.53,1094.00,178.68,7.28,301.84,10.86,0.00,0.00,22.01,3.26,42.76,8.60,0.00,0.00,9.75,0.00,3.43,4835.47,196013.00,7190.93,2049.03,20694.50,8670.99,22.00,76.00,311.00,5757.00,129.00,-114.00,243.00,96.00,-59.00,97.00,-59.00,703.00,132.00,5.00,77.00,358.00,16.00,16.00,16.00
306,PE 01597220,Xizang,97.82733000000,29.67753900000,YY,4294.73,71.61,6849.86,25.00,0.41,40.14,10.00,7.43,129.00,5.54,14711.60,0.47,2.86,122847.00,6584.00,1607.00,26306.00,50396.00,8828.00,3289.00,246.00,2510.00,28333.00,9297.00,445.00,89.00,205623.00,121.77,650.00,172.83,8.10,286.95,7.96,0.00,0.00,10.84,0.00,58.27,22.30,0.00,0.00,0.00,0.00,0.00,6046.03,253549.00,9236.84,2478.30,25939.50,10624.60,21.00,75.00,286.00,6424.00,138.00,-125.00,263.00,104.00,-67.00,104.00,-67.00,302.00,80.00,1.00,110.00,234.00,3.00,3.00,3.00
307,PE 01059583,Xizang,98.38059400000,29.68171500000,YY,3578.96,244.57,5390.27,36.00,0.51,54.59,10.00,6.18,39.74,6.22,14730.60,0.55,2.36,164055.00,8047.00,2012.00,30104.00,54748.00,9175.00,2936.00,170.00,3451.00,32324.00,9536.00,659.00,55.00,441276.00,77.23,1122.00,196.61,9.75,205.13,11.10,0.33,0.00,3.92,1.75,46.97,35.88,0.00,0.00,0.00,0.00,0.00,5855.72,247569.00,9015.00,2391.55,25273.70,10243.00,54.00,76.00,293.00,6280.00,170.00,-89.00,259.00,134.00,-33.00,134.00,-33.00,354.00,97.00,1.00,110.00,260.00,2.00,2.00,2.00
308,KUN 1303569,Xizang,98.53750000000,29.95469444440,YY,4186.26,145.07,6081.72,33.00,0.51,38.17,10.00,6.32,104.24,6.14,14451.60,0.46,2.78,122859.00,7722.00,1262.00,26383.00,52151.00,9015.00,3247.00,226.00,2982.00,30498.00,9452.00,550.00,72.00,295399.00,109.41,1331.00,186.74,8.27,286.75,0.00,0.00,0.00,0.00,0.00,75.21,24.79,0.00,0.00,0.00,0.00,0.00,5770.99,246579.00,8880.36,2334.93,25106.10,10078.60,28.00,80.00,301.00,6326.00,147.00,-117.00,264.00,109.00,-60.00,110.00,-60.00,502.00,141.00,0.00,120.00,401.00,1.00,1.00,1.00
310,Deng-9726,Xizang,98.38097300000,29.95249500000,YY,4233.39,299.73,5873.13,31.00,0.51,54.59,10.00,6.18,39.74,6.22,14567.50,0.47,2.83,116567.00,6734.00,1084.00,25497.00,50213.00,8815.00,3416.00,253.00,2460.00,28230.00,9299.00,427.00,88.00,182083.00,102.20,1122.00,156.80,8.64,189.67,0.00,0.00,0.00,0.00,0.00,52.12,47.88,0.00,0.00,0.00,0.00,0.00,5789.55,248116.00,8918.00,2349.21,25128.20,10077.30,32.00,79.00,299.00,6349.00,151.00,-114.00,265.00,114.00,-56.00,114.00,-56.00,321.00,88.00,0.00,116.00,245.00,1.00,1.00,1.00
266,TI2279919,Sichuan,99.33416666670,29.13805555560,YY,3902.61,118.77,6286.40,41.00,0.42,36.03,1.00,4.89,130.09,6.85,14075.20,0.51,2.70,98878.00,7509.00,1147.00,24001.00,50856.00,9075.00,3443.00,248.00,2375.00,28912.00,9351.00,470.00,84.00,219475.00,79.46,1314.00,176.38,9.59,174.57,15.02,1.29,0.00,26.29,0.00,53.51,3.89,0.00,0.00,0.00,0.00,0.00,5906.58,243362.00,8967.69,2485.49,25292.70,10471.70,51.00,74.00,302.00,5955.00,159.00,-87.00,246.00,125.00,-32.00,127.00,-32.00,339.00,100.00,0.00,124.00,294.00,2.00,2.00,2.00
267,TI2279916,Sichuan,99.74361111110,29.00944444440,YY,3727.69,117.79,6654.22,20.00,0.50,45.31,13.00,6.40,101.73,6.05,13971.00,0.53,2.58,127560.00,7789.00,1463.00,26744.00,52579.00,9065.00,3263.00,191.00,3060.00,30579.00,9457.00,554.00,67.00,296274.00,79.20,729.00,176.89,9.70,167.68,5.83,4.43,1.31,9.84,11.79,40.00,26.81,0.00,0.00,0.00,0.00,0.00,6189.52,250441.00,9333.17,2633.45,26335.60,11148.00,52.00,76.00,311.00,5861.00,159.00,-85.00,246.00,124.00,-29.00,126.00,-29.00,355.00,108.00,0.00,126.00,309.00,2.00,2.00,2.00
269,5308556,Sichuan,100.08222222200,29.27111111110,YY,4396.53,251.60,9242.85,3.00,0.58,31.12,13.00,7.35,144.13,5.54,13814.10,0.45,3.30,122231.00,8299.00,2244.00,26187.00,52437.00,8998.00,3334.00,277.00,3418.00,31532.00,9443.00,706.00,82.00,534113.00,122.93,12.00,174.57,7.17,297.12,0.05,0.13,0.00,0.00,0.00,54.48,45.35,0.00,0.00,0.00,0.00,0.00,6142.49,250387.00,9267.39,2608.82,26195.00,11031.90,16.00,80.00,319.00,5866.00,126.00,-125.00,252.00,90.00,-65.00,92.00,-65.00,706.00,207.00,1.00,122.00,559.00,3.00,3.00,3.00
271,CDBI0082313,Sichuan,100.32092600000,29.05692000000,YY,4013.41,284.56,7975.54,2.00,0.58,31.12,13.00,7.35,144.13,5.54,13884.20,0.50,2.98,102561.00,6844.00,1138.00,22769.00,48154.00,9018.00,3773.00,313.00,2204.00,27181.00,9236.00,398.00,113.00,161397.00,96.05,12.00,207.36,7.88,281.56,0.00,0.00,0.00,0.00,0.00,52.00,48.00,0.00,0.00,0.00,0.00,0.00,6161.45,249757.00,9265.71,2598.07,26238.60,11121.60,35.00,80.00,326.00,5712.00,142.00,-105.00,246.00,106.00,-40.00,109.00,-44.00,456.00,130.00,1.00,116.00,349.00,3.00,3.00,3.00
282,CDBI0082288,Sichuan,101.49745000000,29.12194900000,YY,3797.01,253.51,11739.50,20.00,0.46,31.45,9.00,6.66,149.52,5.83,13175.30,0.59,2.99,117247.00,7961.00,1459.00,25369.00,51883.00,9176.00,3373.00,226.00,2898.00,30304.00,9432.00,556.00,75.00,315745.00,102.39,221.00,207.08,7.53,308.92,23.81,23.56,0.06,23.38,1.37,19.06,7.83,0.00,0.00,0.00,0.00,0.00,6059.04,244443.00,9061.35,2577.35,25770.50,10942.70,33.00,80.00,339.00,5309.00,135.00,-101.00,235.00,102.00,-41.00,102.00,-41.00,722.00,145.00,3.00,87.00,427.00,9.00,9.00,9.00
309,PE 01597221,Xizang,98.56508700000,29.03549700000,YY,3193.58,101.57,6956.80,16.00,0.50,42.45,13.00,5.48,119.37,6.59,14594.00,0.66,2.06,353173.00,8148.00,2912.00,42108.00,57884.00,9371.00,2420.00,135.00,4650.00,35187.00,9652.00,985.00,38.00,967203.00,63.73,737.00,147.90,12.14,139.44,21.40,1.49,1.49,16.58,11.57,32.01,15.45,0.00,0.00,0.00,0.00,0.00,6013.39,246924.00,9111.37,2549.16,25768.90,10733.50,78.00,70.00,286.00,6053.00,185.00,-59.00,244.00,154.00,-7.00,154.00,-7.00,312.00,75.00,2.00,93.00,219.00,7.00,7.00,7.00
265,KUN 1303572,Sichuan,99.28356388890,28.63113888890,YY,3180.25,250.66,7002.72,39.00,0.53,39.86,10.00,4.09,122.85,7.34,14593.80,0.67,2.20,123155.00,7610.00,1821.00,25132.00,51613.00,9096.00,3514.00,271.00,3033.00,30078.00,9434.00,521.00,77.00,266616.00,61.65,1436.00,222.11,10.10,200.65,9.17,1.33,0.00,5.00,21.68,33.92,28.90,0.00,0.00,0.00,0.00,0.00,5969.47,240895.00,9025.23,2563.85,25371.20,10750.30,70.00,71.00,301.00,5787.00,173.00,-62.00,235.00,141.00,-11.00,142.00,-11.00,370.00,103.00,2.00,105.00,280.00,6.00,6.00,6.00
272,SM713100270,Sichuan,100.55730300000,28.42850600000,YY,3070.20,137.59,6900.04,11.00,0.35,39.87,7.00,6.01,139.75,6.26,13873.60,0.71,2.29,151608.00,7410.00,1375.00,29086.00,52772.00,8960.00,3055.00,209.00,3049.00,30490.00,9425.00,571.00,69.00,338205.00,55.30,1040.00,253.24,10.75,88.80,15.66,3.34,0.00,24.57,7.69,29.37,19.82,0.00,0.00,0.00,0.00,0.00,6085.68,239583.00,9063.02,2654.39,25687.80,11172.20,92.00,80.00,343.00,5423.00,191.00,-44.00,235.00,157.00,17.00,159.00,14.00,427.00,121.00,1.00,121.00,349.00,3.00,3.00,3.00
273,NiuMa-10,Sichuan,100.84123670000,28.14785120000,YY,2857.90,73.22,7384.68,35.00,0.35,39.87,11.00,6.01,139.75,6.26,13817.50,0.80,2.19,145970.00,7264.00,1214.00,28251.00,52031.00,9140.00,3155.00,222.00,2545.00,29705.00,9407.00,522.00,73.00,272458.00,57.66,1040.00,249.19,11.85,66.65,22.28,0.00,8.14,24.89,2.59,14.30,27.44,0.00,0.00,0.00,0.00,0.00,5874.62,228449.00,8690.46,2587.73,24676.60,10837.10,104.00,82.00,356.00,5239.00,199.00,-31.00,230.00,165.00,28.00,168.00,28.00,453.00,123.00,1.00,115.00,352.00,4.00,4.00,4.00
274,CDBI0082281,Sichuan,100.89363100000,28.34193200000,YY,3254.72,262.37,8369.87,34.00,0.35,39.87,4.00,6.01,139.75,6.26,13734.40,0.66,2.65,141242.00,6803.00,1172.00,28354.00,51279.00,9061.00,3052.00,231.00,2477.00,28944.00,9362.00,474.00,79.00,226434.00,49.10,1040.00,280.85,8.77,261.24,22.75,18.86,0.44,58.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5885.74,232998.00,8781.30,2544.28,24875.50,10758.30,67.00,82.00,353.00,5253.00,165.00,-66.00,231.00,132.00,-7.00,133.00,-7.00,718.00,188.00,2.00,108.00,511.00,6.00,6.00,6.00
277,CDBI0082322,Sichuan,100.99971800000,28.34140300000,YY,4017.71,194.80,10688.60,36.00,0.71,35.59,10.00,6.04,145.45,6.29,13546.00,0.54,3.32,71276.00,6874.00,916.00,19944.00,46412.00,8842.00,3947.00,348.00,1882.00,26166.00,9131.00,346.00,132.00,116227.00,93.37,1944.00,220.03,7.65,312.77,2.79,0.00,0.00,5.98,0.03,53.84,37.17,0.00,0.00,0.00,0.00,0.00,5816.63,228891.00,8603.55,2526.52,24564.10,10660.60,38.00,82.00,355.00,5217.00,136.00,-94.00,230.00,102.00,-35.00,105.00,-35.00,982.00,259.00,2.00,112.00,720.00,7.00,7.00,7.00
294,PE 01059391,Sichuan,102.53522900000,28.55444500000,YY,2388.34,278.99,11093.10,55.00,0.74,50.75,10.00,4.56,144.04,6.44,12492.50,0.95,2.12,101032.00,6956.00,867.00,23971.00,49300.00,8904.00,3475.00,302.00,2251.00,27825.00,9274.00,427.00,98.00,180384.00,-1332.97,2282.00,317.75,10.50,-1212.12,13.60,0.00,0.00,60.17,1.29,7.14,17.81,0.00,0.00,0.00,0.00,0.00,3785.78,129969.00,5347.64,1831.63,15117.00,7064.34,96.00,73.00,307.00,5507.00,201.00,-37.00,238.00,165.00,14.00,167.00,14.00,1158.00,227.00,6.00,87.00,671.00,20.00,20.00,20.00
300,CDBI0082355,Sichuan,102.85160100000,28.00819400000,YY,2245.00,154.27,9610.20,61.00,0.67,47.29,9.00,3.61,135.18,5.83,12699.90,1.00,2.15,144176.00,5892.00,1001.00,28195.00,50174.00,8690.00,3172.00,245.00,2627.00,27777.00,9247.00,426.00,91.00,178254.00,-693.96,2028.00,303.94,11.55,-695.85,1.81,0.00,0.00,3.28,0.86,19.91,71.27,0.00,2.87,0.00,0.00,0.00,3913.74,125405.00,5329.94,1979.40,15315.10,7534.26,111.00,76.00,312.00,5524.00,217.00,-26.00,243.00,180.00,27.00,182.00,27.00,780.00,164.00,6.00,86.00,475.00,19.00,19.00,19.00
